transaction_id,sender_name,sender_account,receiver_name,receiver_account,amount_inr,flag_reason,timestamp
TXN-FIU-10356,Nasir Kadam,ICICI-7836464312,Ganesh Reddy,PNB-9187843642,3236280.88,Rapid Succession Transfers,2026-03-02 17:02:39
TXN-FIU-10357,Shakeel Pawar,HDFC-2230404456,Pradeep Hegde,PNB-1720603443,721646.8,Dormant Account Spike,2025-05-11 17:02:39
TXN-FIU-10358,Salim Sawant,ICICI-6529253100,Ajay Rao,SBI-7607066805,1922296.89,Structured Deposits <50k,2025-03-07 17:02:39
TXN-FIU-10359,Rajesh Ansari,HDFC-7132104683,Tariq Shetty,AXIS-2849280305,1746968.61,Round Trip Transactions,2025-03-19 17:02:39
TXN-FIU-10360,Manoj Kamath,PNB-2593886870,Manoj Ansari,ICICI-7096528446,712149.04,Round Trip Transactions,2025-06-22 17:02:39
TXN-FIU-10361,Amit Reddy,ICICI-8486450422,Shakeel Sayed,PNB-2729223616,1313279.8,Rapid Succession Transfers,2026-07-06 17:02:39
TXN-FIU-10362,Salim Bhat,SBI-3827283732,Imran Gowda,SBI-7607066805,1370228.16,Normal Trade Settlement,2025-08-23 17:02:39
TXN-FIU-10363,Kishore Shinde,ICICI-8571385151,Rahul Patil,SBI-3827143375,3370790.31,High-Risk Geography Outflow,2025-11-19 17:02:39
TXN-FIU-10364,Pradeep Gowda,HDFC-7132104683,Irfan Patil,HDFC-1665602135,3077107.82,High-Risk Geography Outflow,2024-10-26 17:02:39
TXN-FIU-10365,Farhan Qureshi,HDFC-8459734923,Anil Jadhav,HDFC-2230404456,771818.44,Normal Trade Settlement,2025-02-02 17:02:39
TXN-FIU-10366,Mohammad Gowda,SBI-4270108217,Vijay Pathan,PNB-9187843642,454633.46,Dormant Account Spike,2026-06-02 17:02:39
TXN-FIU-10367,Ganesh Kadam,SBI-3827143375,Ramesh Naik,PNB-9187843642,2096037.68,Structured Deposits <50k,2025-09-02 17:02:39
TXN-FIU-10368,Vijay Naik,SBI-4842184662,Nasir Memon,AXIS-5343309815,2793208.15,Rapid Succession Transfers,2024-10-27 17:02:39
TXN-FIU-10369,Anil Siddiqui,PNB-2729223616,Ramesh Sawant,HDFC-9986910988,751173.34,High-Risk Geography Outflow,2025-12-10 17:02:39
TXN-FIU-10370,Imran Naik,SBI-6645556937,Nasir Qureshi,ICICI-8571385151,3050688.6,Rapid Succession Transfers,2024-09-26 17:02:39
TXN-FIU-10371,Farhan Shaikh,PNB-2729223616,Suresh Naik,ICICI-7096528446,2359353.82,Round Trip Transactions,2026-06-19 17:02:39
TXN-FIU-10372,Mohammad Kamath,HDFC-2230404456,Kishore Shinde,SBI-6645556937,3413410.33,Structured Deposits <50k,2025-01-12 17:02:39
TXN-FIU-10373,Rahul Sawant,SBI-3827143375,Pradeep Memon,PNB-9365869572,257696.14,Rapid Succession Transfers,2024-11-21 17:02:39
TXN-FIU-10374,Amit Patil,AXIS-5138077601,Farhan Pathan,SBI-8563566710,3135998.1,Dormant Account Spike,2025-04-23 17:02:39
TXN-FIU-10375,Rajesh Reddy,SBI-8563566710,Anil Sawant,AXIS-4878918851,1662280.13,Rapid Succession Transfers,2024-12-20 17:02:39
TXN-FIU-10376,Sachin Patil,AXIS-2849280305,Vijay Shaikh,HDFC-8256999095,1395808.0,Round Trip Transactions,2026-03-13 17:02:39
TXN-FIU-10377,Irfan Kadam,HDFC-2230404456,Vikram Shetty,SBI-7801787051,2374987.52,Dormant Account Spike,2026-07-09 17:02:39
TXN-FIU-10378,Salim Kadam,PNB-5041977461,Imran Qureshi,SBI-4039334792,407914.03,Dormant Account Spike,2026-08-04 17:02:39
TXN-FIU-10379,Salim Rao,SBI-8563566710,Mohammad Shetty,SBI-7607066805,3458874.41,High-Risk Geography Outflow,2024-10-26 17:02:39
TXN-FIU-10380,Amit Sayed,SBI-4039334792,Sunil Sayed,HDFC-3598603170,2586434.33,High-Risk Geography Outflow,2026-01-20 17:02:39
TXN-FIU-10381,Anil Shinde,ICICI-7836464312,Sanjay Shinde,SBI-9831272394,3361201.16,Round Trip Transactions,2025-05-13 17:02:39
TXN-FIU-10382,Santosh Sayed,AXIS-2966343247,Prakash Kadam,PNB-7105992088,969638.64,Rapid Succession Transfers,2025-08-01 17:02:39
TXN-FIU-10383,Salim Memon,AXIS-5343309815,Deepak Shetty,AXIS-5138077601,3147202.7,Dormant Account Spike,2025-04-06 17:02:39
TXN-FIU-10384,Mohammad Pathan,SBI-6645556937,Shakeel Kadam,AXIS-5343309815,339933.33,Structured Deposits <50k,2026-08-21 17:02:39
TXN-FIU-10385,Tariq Sayed,PNB-7105992088,Farhan Jadhav,PNB-2593886870,3385451.14,Structured Deposits <50k,2025-05-05 17:02:39
TXN-FIU-10386,Shakeel Pathan,SBI-7607066805,Shakeel Kamath,SBI-7801787051,3127081.23,Rapid Succession Transfers,2026-06-30 17:02:39
TXN-FIU-10387,Sunil Pathan,HDFC-7132104683,Deepak Rao,PNB-9187843642,2724864.3,Round Trip Transactions,2026-08-05 17:02:39
TXN-FIU-10388,Suresh Pawar,ICICI-9155855108,Deepak Deshmukh,AXIS-2966343247,962673.82,High-Risk Geography Outflow,2026-04-15 17:02:39
TXN-FIU-10389,Dinesh Rao,SBI-2530322647,Irfan Qureshi,SBI-4270108217,2613229.57,Normal Trade Settlement,2025-04-27 17:02:39
TXN-FIU-10390,Dinesh Khan,AXIS-6937449151,Vikram Rao,PNB-1831413674,1624815.66,Round Trip Transactions,2025-11-01 17:02:39
TXN-FIU-10391,Irfan Jadhav,AXIS-6937449151,Pradeep Sayed,HDFC-1665602135,2269830.1,Round Trip Transactions,2025-07-16 17:02:39
TXN-FIU-10392,Shakeel Qureshi,HDFC-7132104683,Vikram Pawar,PNB-9187843642,1975508.59,Structured Deposits <50k,2025-02-02 17:02:39
TXN-FIU-10393,Kiran Hegde,SBI-4039334792,Dinesh Gowda,HDFC-7132104683,3439497.76,Normal Trade Settlement,2024-12-28 17:02:39
TXN-FIU-10394,Mahesh Reddy,PNB-7105992088,Mohammad Pathan,ICICI-2983738352,2398661.2,Structured Deposits <50k,2026-08-03 17:02:39
TXN-FIU-10395,Manoj Shetty,SBI-3468031896,Arjun Pawar,ICICI-8571385151,2342424.98,Normal Trade Settlement,2025-03-15 17:02:39
TXN-FIU-10396,Manoj Memon,AXIS-2117018376,Suresh Shinde,HDFC-2230404456,1308191.81,Rapid Succession Transfers,2025-10-10 17:02:39
TXN-FIU-10397,Manoj Ansari,HDFC-1665602135,Anil Bhat,PNB-7105992088,723732.44,Rapid Succession Transfers,2024-12-04 17:02:39
TXN-FIU-10398,Ramesh Shinde,SBI-7801787051,Mahesh Shinde,SBI-2530322647,1816364.58,Normal Trade Settlement,2026-07-30 17:02:39
TXN-FIU-10399,Sanjay Pawar,PNB-4878646625,Dinesh Jadhav,PNB-2729223616,80450.99,Rapid Succession Transfers,2025-01-19 17:02:39
TXN-FIU-10400,Sunil Deshmukh,HDFC-7132104683,Mahesh Siddiqui,SBI-4039334792,3149621.34,Round Trip Transactions,2026-05-23 17:02:39
TXN-FIU-10401,Mohammad Siddiqui,PNB-9365869572,Manoj Naik,HDFC-3598603170,3319298.86,High-Risk Geography Outflow,2024-09-24 17:02:39
TXN-FIU-10402,Mohammad Rao,SBI-3827143375,Rahul Pathan,PNB-7501469094,896122.76,High-Risk Geography Outflow,2026-08-28 17:02:39
TXN-FIU-10403,Dinesh Patil,AXIS-5343309815,Kishore Shaikh,SBI-2530322647,2504058.73,Rapid Succession Transfers,2026-07-14 17:02:39
TXN-FIU-10404,Vijay Kamath,SBI-4270108217,Ramesh Pathan,PNB-7501469094,2231225.33,High-Risk Geography Outflow,2025-10-18 17:02:39
TXN-FIU-10405,Suresh Pathan,AXIS-5138077601,Ramesh Memon,SBI-4270108217,405529.93,Rapid Succession Transfers,2024-10-25 17:02:39
TXN-FIU-10406,Nasir Sayed,SBI-4039334792,Kiran Qureshi,SBI-6645556937,303808.19,Rapid Succession Transfers,2025-04-16 17:02:39
TXN-FIU-10407,Mohammad Bhat,PNB-7105992088,Pradeep Kadam,PNB-9187843642,1380079.19,Structured Deposits <50k,2026-03-28 17:02:39
TXN-FIU-10408,Amit Khan,HDFC-2230404456,Farhan Sawant,HDFC-7132104683,142221.71,Structured Deposits <50k,2024-10-26 17:02:39
TXN-FIU-10409,Rajesh Shaikh,PNB-7105992088,Ramesh Naik,AXIS-2966343247,2227131.12,High-Risk Geography Outflow,2025-07-14 17:02:39
TXN-FIU-10410,Anil Chavan,ICICI-1236773228,Anil Khan,PNB-4878646625,2772933.58,Structured Deposits <50k,2024-10-25 17:02:39
TXN-FIU-10411,Kishore Qureshi,AXIS-2849280305,Amit Pawar,HDFC-8256999095,1278565.1,Structured Deposits <50k,2026-01-15 17:02:39
TXN-FIU-10412,Dinesh Kamath,SBI-7801787051,Anil Naik,SBI-6645556937,138232.9,Round Trip Transactions,2026-06-22 17:02:39
TXN-FIU-10413,Rajesh Chavan,AXIS-2849280305,Irfan Sayed,SBI-3827143375,1991177.05,Structured Deposits <50k,2026-07-25 17:02:39
TXN-FIU-10414,Ganesh Khan,AXIS-5138077601,Mahesh Naik,SBI-8924595680,2932792.47,High-Risk Geography Outflow,2025-11-16 17:02:39
TXN-FIU-10415,Irfan Kamath,SBI-9831272394,Sachin Kamath,PNB-9187843642,1126705.34,Structured Deposits <50k,2025-01-12 17:02:39
TXN-FIU-10416,Kiran Shinde,HDFC-1665602135,Pradeep Siddiqui,ICICI-2983738352,2964932.68,Normal Trade Settlement,2026-04-11 17:02:39
TXN-FIU-10417,Vijay Patil,SBI-7607066805,Irfan Kamath,SBI-4842184662,3494533.16,Dormant Account Spike,2025-08-03 17:02:39
TXN-FIU-10418,Mohammad Shaikh,PNB-2593886870,Manoj Kadam,SBI-4270108217,324740.54,Dormant Account Spike,2025-03-23 17:02:39
TXN-FIU-10419,Mohammad Patil,HDFC-8459734923,Kiran Khan,PNB-4878646625,3027191.35,Round Trip Transactions,2025-06-22 17:02:39
TXN-FIU-10420,Dinesh Reddy,AXIS-5138077601,Kishore Chavan,HDFC-8459734923,1575649.64,Dormant Account Spike,2025-10-24 17:02:39
TXN-FIU-10421,Rajesh Rao,SBI-6645556937,Kiran Naik,AXIS-5343309815,1273866.7,High-Risk Geography Outflow,2024-11-04 17:02:39
TXN-FIU-10422,Imran Khan,ICICI-9110076374,Farhan Patil,ICICI-4578876947,3428689.77,Normal Trade Settlement,2025-01-02 17:02:39
TXN-FIU-10423,Santosh Khan,PNB-7105992088,Kishore Chavan,SBI-7801787051,1355851.64,Dormant Account Spike,2024-12-27 17:02:39
TXN-FIU-10424,Ramesh Khan,ICICI-4578876947,Irfan Pawar,SBI-4039334792,3040772.44,Rapid Succession Transfers,2025-07-07 17:02:39
TXN-FIU-10425,Sanjay Pawar,SBI-3827143375,Ramesh Pawar,HDFC-1665602135,808231.88,Normal Trade Settlement,2024-11-06 17:02:39
TXN-FIU-10426,Suresh Reddy,HDFC-2230404456,Sachin Shinde,HDFC-8256999095,275821.96,Dormant Account Spike,2024-11-24 17:02:39
TXN-FIU-10427,Kishore Hegde,PNB-4878646625,Imran Hegde,HDFC-7132104683,1007647.65,Round Trip Transactions,2026-03-11 17:02:39
TXN-FIU-10428,Sunil Pawar,ICICI-7836464312,Rahul Chavan,SBI-4039334792,3327409.74,High-Risk Geography Outflow,2026-06-13 17:02:39
TXN-FIU-10429,Vikram Reddy,SBI-4842184662,Ramesh Shaikh,AXIS-4878918851,1146286.6,Dormant Account Spike,2025-06-28 17:02:39
TXN-FIU-10430,Anil Pathan,SBI-9831272394,Tariq Shinde,PNB-7105992088,681307.2,Round Trip Transactions,2025-10-01 17:02:39
TXN-FIU-10431,Rahul Reddy,PNB-9187843642,Suresh Patil,ICICI-6529253100,1317045.01,Round Trip Transactions,2026-02-27 17:02:39
TXN-FIU-10432,Irfan Siddiqui,SBI-4039334792,Vikram Hegde,AXIS-2117018376,2940967.29,Structured Deposits <50k,2024-12-07 17:02:39
TXN-FIU-10433,Rahul Jadhav,HDFC-7132104683,Santosh Siddiqui,ICICI-6529253100,1777881.89,High-Risk Geography Outflow,2024-12-24 17:02:39
TXN-FIU-10434,Vijay Reddy,ICICI-2983738352,Rahul Shaikh,ICICI-1236773228,2125222.64,Normal Trade Settlement,2026-03-09 17:02:39
TXN-FIU-10435,Santosh Sawant,HDFC-2230404456,Dinesh Khan,ICICI-2983738352,656740.32,High-Risk Geography Outflow,2025-03-06 17:02:39
TXN-FIU-10436,Shakeel Pawar,PNB-7105992088,Arjun Siddiqui,SBI-8924595680,1023786.28,Rapid Succession Transfers,2025-11-04 17:02:39
TXN-FIU-10437,Prakash Shinde,SBI-7801787051,Santosh Siddiqui,PNB-2729223616,423935.28,Round Trip Transactions,2025-02-21 17:02:39
TXN-FIU-10438,Anil Shetty,AXIS-2849280305,Tariq Patil,PNB-7105992088,3432220.41,Rapid Succession Transfers,2026-04-18 17:02:39
TXN-FIU-10439,Ganesh Sayed,ICICI-8571385151,Rahul Memon,PNB-5041977461,872726.42,Dormant Account Spike,2025-03-24 17:02:39
TXN-FIU-10440,Sachin Jadhav,AXIS-4878918851,Rahul Sayed,AXIS-2966343247,797790.5,Dormant Account Spike,2025-08-10 17:02:39
TXN-FIU-10441,Rajesh Naik,AXIS-2849280305,Vikram Bhat,ICICI-7096528446,2423996.28,Round Trip Transactions,2024-11-21 17:02:39
TXN-FIU-10442,Prakash Rao,AXIS-5343309815,Kishore Kadam,HDFC-3598603170,2899371.84,Structured Deposits <50k,2024-11-21 17:02:39
TXN-FIU-10443,Ramesh Gowda,PNB-2729223616,Pradeep Ansari,HDFC-1665602135,2286712.14,Dormant Account Spike,2026-08-01 17:02:39
TXN-FIU-10444,Farhan Sayed,SBI-8924595680,Deepak Bhat,ICICI-2983738352,2849514.47,Round Trip Transactions,2026-04-06 17:02:39
TXN-FIU-10445,Irfan Patil,AXIS-5138077601,Suresh Bhat,PNB-7105992088,1062604.42,Rapid Succession Transfers,2024-09-24 17:02:39
TXN-FIU-10446,Deepak Jadhav,ICICI-1236773228,Vikram Shaikh,SBI-9831272394,1170533.59,Dormant Account Spike,2025-05-06 17:02:39
TXN-FIU-10447,Mohammad Chavan,PNB-4878646625,Kiran Deshmukh,HDFC-8459734923,3378533.37,Rapid Succession Transfers,2025-09-15 17:02:39
TXN-FIU-10448,Mahesh Khan,ICICI-4578876947,Vikram Pathan,SBI-6645556937,1479425.99,Structured Deposits <50k,2026-08-16 17:02:39
TXN-FIU-10449,Vijay Reddy,AXIS-2849280305,Ajay Jadhav,SBI-8563566710,339385.78,Normal Trade Settlement,2025-08-30 17:02:39
TXN-FIU-10450,Rajesh Ansari,ICICI-5114292912,Sunil Naik,SBI-8924595680,625489.96,Round Trip Transactions,2024-10-03 17:02:39
TXN-FIU-10451,Salim Deshmukh,SBI-4039334792,Sanjay Naik,ICICI-9155855108,401336.78,High-Risk Geography Outflow,2026-03-24 17:02:39
TXN-FIU-10452,Ramesh Qureshi,SBI-4270108217,Farhan Jadhav,PNB-7501469094,1496164.85,Dormant Account Spike,2025-04-02 17:02:39
TXN-FIU-10453,Kishore Deshmukh,PNB-7105992088,Salim Bhat,AXIS-5343309815,69072.59,Normal Trade Settlement,2025-02-04 17:02:39
TXN-FIU-10454,Irfan Deshmukh,SBI-6645556937,Sachin Khan,SBI-7607066805,2269915.29,Structured Deposits <50k,2024-11-21 17:02:39
TXN-FIU-10455,Prakash Shinde,ICICI-8486450422,Kishore Reddy,SBI-7801787051,667479.17,Normal Trade Settlement,2026-06-22 17:02:39
TXN-FIU-10456,Arjun Kadam,SBI-5974215344,Vikram Reddy,ICICI-6529253100,2039967.98,Rapid Succession Transfers,2024-10-19 17:02:39
TXN-FIU-10457,Vijay Hegde,SBI-3827143375,Nasir Sayed,AXIS-2849280305,3395865.44,Rapid Succession Transfers,2025-09-26 17:02:39
TXN-FIU-10458,Ajay Patil,ICICI-4578876947,Pradeep Sayed,PNB-5041977461,1759123.18,Structured Deposits <50k,2025-07-03 17:02:39
TXN-FIU-10459,Deepak Hegde,AXIS-2849280305,Santosh Sayed,SBI-3827143375,2943702.8,High-Risk Geography Outflow,2024-11-13 17:02:39
TXN-FIU-10460,Ganesh Shaikh,HDFC-7132104683,Mahesh Ansari,HDFC-3598603170,2365804.59,Dormant Account Spike,2026-05-24 17:02:39
TXN-FIU-10461,Santosh Naik,HDFC-9986910988,Ganesh Reddy,ICICI-1236773228,1545164.21,Dormant Account Spike,2025-06-22 17:02:39
TXN-FIU-10462,Amit Reddy,ICICI-4517045513,Amit Sayed,ICICI-2983738352,179664.85,High-Risk Geography Outflow,2026-03-08 17:02:39
TXN-FIU-10463,Pradeep Memon,AXIS-2117018376,Shakeel Rao,SBI-3827283732,1481148.63,Dormant Account Spike,2026-08-11 17:02:39
TXN-FIU-10464,Sachin Patil,PNB-4878646625,Amit Hegde,SBI-3468031896,1165981.54,High-Risk Geography Outflow,2025-08-20 17:02:39
TXN-FIU-10465,Kishore Ansari,AXIS-2849280305,Salim Patil,AXIS-5138077601,1688827.06,Structured Deposits <50k,2026-05-22 17:02:39
TXN-FIU-10466,Pradeep Naik,PNB-1831413674,Vikram Khan,SBI-3827283732,1586303.49,Structured Deposits <50k,2025-03-24 17:02:39
TXN-FIU-10467,Ganesh Deshmukh,SBI-5974215344,Tariq Chavan,SBI-3827143375,1283416.5,Round Trip Transactions,2025-11-13 17:02:39
TXN-FIU-10468,Rahul Deshmukh,ICICI-9155855108,Ramesh Memon,HDFC-2230404456,349849.42,Normal Trade Settlement,2026-06-01 17:02:39
TXN-FIU-10469,Amit Chavan,ICICI-9110076374,Dinesh Chavan,ICICI-2983738352,2722585.14,High-Risk Geography Outflow,2026-01-03 17:02:39
TXN-FIU-10470,Arjun Qureshi,SBI-5974215344,Mohammad Sayed,PNB-7501469094,239141.24,Round Trip Transactions,2026-01-25 17:02:39
TXN-FIU-10471,Amit Ansari,HDFC-3598603170,Rajesh Khan,ICICI-9110076374,64514.77,High-Risk Geography Outflow,2026-08-30 17:02:39
TXN-FIU-10472,Kishore Jadhav,HDFC-8256999095,Rahul Rao,HDFC-9986910988,2865308.36,High-Risk Geography Outflow,2025-10-24 17:02:39
TXN-FIU-10473,Mahesh Chavan,PNB-4878646625,Sachin Khan,SBI-8563566710,429327.19,Structured Deposits <50k,2024-11-19 17:02:39
TXN-FIU-10474,Sachin Chavan,ICICI-9155855108,Rahul Deshmukh,HDFC-3598603170,1239496.89,Round Trip Transactions,2025-02-15 17:02:39
TXN-FIU-10475,Ramesh Sawant,PNB-9187843642,Arjun Pawar,SBI-4842184662,2069691.86,Normal Trade Settlement,2026-02-21 17:02:39
TXN-FIU-10476,Kiran Naik,PNB-2593886870,Dinesh Sawant,SBI-7801787051,1186289.98,Normal Trade Settlement,2024-12-01 17:02:39
TXN-FIU-10477,Shakeel Kamath,AXIS-4878918851,Prakash Rao,AXIS-2966343247,2032041.8,Normal Trade Settlement,2026-08-20 17:02:39
TXN-FIU-10478,Amit Kadam,PNB-7501469094,Shakeel Kadam,HDFC-3598603170,2501216.34,Round Trip Transactions,2025-06-20 17:02:39
TXN-FIU-10479,Pradeep Gowda,PNB-9365869572,Vijay Kadam,SBI-4039334792,670645.19,Normal Trade Settlement,2026-08-14 17:02:39
TXN-FIU-10480,Mohammad Patil,SBI-9831272394,Dinesh Siddiqui,ICICI-1236773228,1345718.51,High-Risk Geography Outflow,2026-05-05 17:02:39
TXN-FIU-10481,Salim Hegde,SBI-4842184662,Deepak Shinde,ICICI-5114292912,785150.04,Normal Trade Settlement,2026-04-22 17:02:39
TXN-FIU-10482,Dinesh Hegde,ICICI-5114292912,Salim Shinde,ICICI-8571385151,3041661.0,Normal Trade Settlement,2024-12-04 17:02:39
TXN-FIU-10483,Suresh Gowda,ICICI-9155855108,Mohammad Khan,SBI-6645556937,3052500.65,High-Risk Geography Outflow,2025-02-19 17:02:39
TXN-FIU-10484,Anil Siddiqui,SBI-6645556937,Arjun Sayed,ICICI-8571385151,1237561.51,High-Risk Geography Outflow,2025-07-03 17:02:39
TXN-FIU-10485,Mohammad Shetty,SBI-3468031896,Pradeep Shetty,AXIS-2117018376,1335194.39,High-Risk Geography Outflow,2024-10-28 17:02:39
TXN-FIU-10486,Dinesh Chavan,ICICI-1236773228,Manoj Jadhav,PNB-9187843642,246090.17,Round Trip Transactions,2025-12-31 17:02:39
TXN-FIU-10487,Irfan Bhat,SBI-5974215344,Kiran Deshmukh,ICICI-9155855108,2358687.6,Normal Trade Settlement,2026-04-06 17:02:39
TXN-FIU-10488,Mahesh Jadhav,SBI-7607066805,Ajay Bhat,HDFC-1665602135,2170611.13,Structured Deposits <50k,2026-04-08 17:02:39
TXN-FIU-10489,Dinesh Rao,SBI-8563566710,Tariq Patil,AXIS-6937449151,1212173.84,Dormant Account Spike,2025-03-27 17:02:39
TXN-FIU-10490,Ganesh Jadhav,ICICI-7096528446,Dinesh Gowda,SBI-7607066805,2769883.73,Normal Trade Settlement,2026-01-07 17:02:39
TXN-FIU-10491,Shakeel Bhat,HDFC-2230404456,Vijay Naik,PNB-7105992088,1020403.05,Round Trip Transactions,2025-11-23 17:02:39
TXN-FIU-10492,Farhan Sayed,SBI-3468031896,Deepak Kadam,HDFC-8256999095,2517228.33,Round Trip Transactions,2026-02-19 17:02:39
TXN-FIU-10493,Vikram Pathan,HDFC-9986910988,Prakash Jadhav,HDFC-3598603170,2801967.61,Structured Deposits <50k,2026-05-20 17:02:39
TXN-FIU-10494,Mahesh Pawar,ICICI-9110076374,Santosh Khan,ICICI-4578876947,764199.42,Structured Deposits <50k,2025-12-20 17:02:39
TXN-FIU-10495,Prakash Hegde,SBI-5974215344,Sachin Chavan,AXIS-4878918851,3006576.3,Dormant Account Spike,2026-08-12 17:02:39
TXN-FIU-10496,Amit Kamath,ICICI-9110076374,Deepak Ansari,AXIS-4878918851,1437400.88,Structured Deposits <50k,2025-11-06 17:02:39
TXN-FIU-10497,Anil Rao,ICICI-4578876947,Santosh Patil,SBI-9831272394,505625.99,High-Risk Geography Outflow,2024-11-14 17:02:39
TXN-FIU-10498,Anil Jadhav,AXIS-6937449151,Anil Bhat,ICICI-9110076374,1888003.87,Dormant Account Spike,2024-09-17 17:02:39
TXN-FIU-10499,Pradeep Bhat,PNB-9187843642,Vijay Memon,SBI-2530322647,529618.89,Round Trip Transactions,2026-07-28 17:02:39
TXN-FIU-10500,Ganesh Pathan,HDFC-2230404456,Rahul Khan,PNB-9365869572,2466986.34,Dormant Account Spike,2025-11-23 17:02:39
